Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
train_186,,,,,,,,,,,,,4
train_187,,,,,,,,,,,,,5
train_188,,,,,,,,,,,,,1
train_189,,,,,,,,,,,,,5
train_190,,,,,,,,,,,,,5
train_191,,,,,,,,,,,,,5
train_192,,,,,,,,,,,,,3
train_193,,,,,,,,,,,,,1
train_194,,,,,,,,,,,,,5
train_195,,,,,,,,,,,,,5
train_196,,,,,,,,,,,,,3
train_197,,,,,,,,,,,,,5
train_198,,,,,,,,,,,,,1
train_199,,,,,,,,,,,,,5
train_200,,,,,,,,,,,,,1
train_201,,,,,,,,,,,,,1
train_202,,,,,,,,,,,,,5
train_203,,,,,,,,,,,,,1
train_204,,,,,,,,,,,,,1
train_205,,,,,,,,,,,,,1
train_206,,,,,,,,,,,,,5
train_207,,,,,,,,,,,,,1
train_208,,,,,,,,,,,,,3
train_209,,,,,,,,,,,,,5
train_210,,,,,,,,,,,,,1
train_211,,,,,,,,,,,,,1
train_212,,,,,,,,,,,,,5
train_213,,,,,,,,,,,,,5
train_214,,,,,,,,,,,,,5
train_215,,,,,,,,,,,,,5
train_216,,,,,,,,,,,,,1
train_217,,,,,,,,,,,,,1
train_218,,,,,,,,,,,,,5
train_219,,,,,,,,,,,,,1
train_220,,,,,,,,,,,,,1
train_221,,,,,,,,,,,,,5
train_222,,,,,,,,,,,,,5
train_223,,,,,,,,,,,,,1
train_224,,,,,,,,,,,,,1
train_225,,,,,,,,,,,,,1
train_226,,,,,,,,,,,,,5
train_227,,,,,,,,,,,,,1
train_228,,,,,,,,,,,,,1
train_229,,,,,,,,,,,,,5
train_230,,,,,,,,,,,,,4
train_231,,,,,,,,,,,,,5
train_232,,,,,,,,,,,,,2
train_233,,,,,,,,,,,,,5
train_234,,,,,,,,,,,,,5
train_235,,,,,,,,,,,,,5
train_236,,,,,,,,,,,,,1
train_237,,,,,,,,,,,,,1
train_238,,,,,,,,,,,,,1
train_239,,,,,,,,,,,,,5
train_240,,,,,,,,,,,,,5
train_241,,,,,,,,,,,,,4
train_242,,,,,,,,,,,,,1
train_243,,,,,,,,,,,,,1
train_244,,,,,,,,,,,,,5
train_245,,,,,,,,,,,,,1
train_246,,,,,,,,,,,,,5
train_247,,,,,,,,,,,,,5
train_248,,,,,,,,,,,,,1
train_249,,,,,,,,,,,,,1
train_250,,,,,,,,,,,,,1
train_251,,,,,,,,,,,,,1
train_252,,,,,,,,,,,,,5
train_253,,,,,,,,,,,,,5
train_254,,,,,,,,,,,,,1
train_255,,,,,,,,,,,,,1
train_256,,,,,,,,,,,,,1
train_257,,,,,,,,,,,,,1
train_258,,,,,,,,,,,,,2
train_259,,,,,,,,,,,,,5
train_260,,,,,,,,,,,,,1
train_261,,,,,,,,,,,,,1
train_262,,,,,,,,,,,,,1
train_263,,,,,,,,,,,,,5
train_264,,,,,,,,,,,,,1
train_265,,,,,,,,,,,,,5
train_266,,,,,,,,,,,,,1
train_267,,,,,,,,,,,,,5
train_268,,,,,,,,,,,,,5
train_269,,,,,,,,,,,,,5
train_270,,,,,,,,,,,,,5
train_271,,,,,,,,,,,,,5
train_272,,,,,,,,,,,,,1
train_273,,,,,,,,,,,,,5
train_274,,,,,,,,,,,,,1
train_275,,,,,,,,,,,,,5
train_276,,,,,,,,,,,,,1
train_277,,,,,,,,,,,,,1
train_278,,,,,,,,,,,,,1
train_279,,,,,,,,,,,,,1
train_280,,,,,,,,,,,,,5
train_281,,,,,,,,,,,,,5
train_282,,,,,,,,,,,,,5
train_283,,,,,,,,,,,,,5
train_284,,,,,,,,,,,,,1
train_285,,,,,,,,,,,,,1
train_286,,,,,,,,,,,,,1
train_287,,,,,,,,,,,,,5
train_288,,,,,,,,,,,,,5
train_289,,,,,,,,,,,,,5
train_290,,,,,,,,,,,,,5
train_291,,,,,,,,,,,,,4
train_292,,,,,,,,,,,,,4
train_293,,,,,,,,,,,,,5
train_294,,,,,,,,,,,,,4
train_295,,,,,,,,,,,,,1
train_296,,,,,,,,,,,,,3
train_297,,,,,,,,,,,,,5
train_298,,,,,,,,,,,,,1
train_299,,,,,,,,,,,,,1
train_300,,,,,,,,,,,,,5
train_301,,,,,,,,,,,,,5
train_302,,,,,,,,,,,,,1
train_303,,,,,,,,,,,,,1
train_304,,,,,,,,,,,,,1
train_305,,,,,,,,,,,,,1
train_306,,,,,,,,,,,,,5
train_307,,,,,,,,,,,,,5
train_308,,,,,,,,,,,,,4
train_309,,,,,,,,,,,,,1
train_310,,,,,,,,,,,,,5
train_311,,,,,,,,,,,,,1
train_312,,,,,,,,,,,,,1
train_313,,,,,,,,,,,,,1
train_314,,,,,,,,,,,,,1
train_315,,,,,,,,,,,,,1
train_316,,,,,,,,,,,,,5
train_317,,,,,,,,,,,,,1
train_318,,,,,,,,,,,,,5
train_319,,,,,,,,,,,,,1
train_320,,,,,,,,,,,,,5
train_321,,,,,,,,,,,,,1
train_322,,,,,,,,,,,,,1
train_323,,,,,,,,,,,,,5
train_324,,,,,,,,,,,,,5
train_325,,,,,,,,,,,,,5
train_326,,,,,,,,,,,,,1
train_327,,,,,,,,,,,,,1
train_328,,,,,,,,,,,,,1
train_329,,,,,,,,,,,,,5
train_330,,,,,,,,,,,,,5
train_331,,,,,,,,,,,,,3
train_332,,,,,,,,,,,,,1
train_333,,,,,,,,,,,,,5
train_334,,,,,,,,,,,,,5
train_335,,,,,,,,,,,,,1
train_336,,,,,,,,,,,,,1
train_337,,,,,,,,,,,,,5
train_338,,,,,,,,,,,,,1
train_339,,,,,,,,,,,,,1
train_340,,,,,,,,,,,,,1
train_341,,,,,,,,,,,,,1
train_342,,,,,,,,,,,,,1
train_343,,,,,,,,,,,,,2
train_344,,,,,,,,,,,,,5
train_345,,,,,,,,,,,,,5
train_346,,,,,,,,,,,,,1
train_347,,,,,,,,,,,,,5
train_348,,,,,,,,,,,,,5
train_349,,,,,,,,,,,,,5
train_350,,,,,,,,,,,,,1
train_351,,,,,,,,,,,,,5
train_352,,,,,,,,,,,,,1
train_353,,,,,,,,,,,,,5
train_354,,,,,,,,,,,,,2
train_355,,,,,,,,,,,,,5
train_356,,,,,,,,,,,,,1
train_357,,,,,,,,,,,,,5
train_358,,,,,,,,,,,,,5
train_359,,,,,,,,,,,,,1
train_360,,,,,,,,,,,,,5
train_361,,,,,,,,,,,,,5
train_362,,,,,,,,,,,,,1
train_363,,,,,,,,,,,,,1
train_364,,,,,,,,,,,,,1
train_365,,,,,,,,,,,,,5
train_366,,,,,,,,,,,,,3
train_367,,,,,,,,,,,,,5
train_368,,,,,,,,,,,,,5
train_369,,,,,,,,,,,,,5
train_370,,,,,,,,,,,,,1
train_371,,,,,,,,,,,,,2
train_372,,,,,,,,,,,,,1
train_373,,,,,,,,,,,,,1
train_374,,,,,,,,,,,,,1
train_375,,,,,,,,,,,,,5
train_376,,,,,,,,,,,,,1
train_377,,,,,,,,,,,,,2
train_378,,,,,,,,,,,,,5
train_379,,,,,,,,,,,,,1
train_380,,,,,,,,,,,,,5
train_381,,,,,,,,,,,,,1
train_382,,,,,,,,,,,,,5
train_383,,,,,,,,,,,,,3
train_384,,,,,,,,,,,,,1
train_385,,,,,,,,,,,,,1
train_386,,,,,,,,,,,,,5
train_387,,,,,,,,,,,,,5
train_388,,,,,,,,,,,,,1
train_389,,,,,,,,,,,,,5
train_390,,,,,,,,,,,,,1
train_391,,,,,,,,,,,,,5
train_392,,,,,,,,,,,,,1
train_393,,,,,,,,,,,,,4
train_394,,,,,,,,,,,,,5
train_395,,,,,,,,,,,,,5
train_396,,,,,,,,,,,,,5
train_397,,,,,,,,,,,,,5
train_398,,,,,,,,,,,,,1
train_399,,,,,,,,,,,,,1
train_400,,,,,,,,,,,,,2
train_401,,,,,,,,,,,,,5
train_402,,,,,,,,,,,,,3
train_403,,,,,,,,,,,,,5
train_404,,,,,,,,,,,,,4
train_405,,,,,,,,,,,,,5
train_406,,,,,,,,,,,,,2
train_407,,,,,,,,,,,,,5
train_408,,,,,,,,,,,,,5
train_409,,,,,,,,,,,,,1
train_410,,,,,,,,,,,,,5
train_411,,,,,,,,,,,,,4
train_412,,,,,,,,,,,,,5
train_413,,,,,,,,,,,,,1
train_414,,,,,,,,,,,,,4
train_415,,,,,,,,,,,,,1
train_416,,,,,,,,,,,,,1
train_417,,,,,,,,,,,,,1
train_418,,,,,,,,,,,,,1
train_419,,,,,,,,,,,,,5
train_420,,,,,,,,,,,,,5
train_421,,,,,,,,,,,,,1
train_422,,,,,,,,,,,,,1
train_423,,,,,,,,,,,,,5
train_424,,,,,,,,,,,,,1
train_425,,,,,,,,,,,,,4
train_426,,,,,,,,,,,,,5
train_427,,,,,,,,,,,,,5
train_428,,,,,,,,,,,,,1
train_429,,,,,,,,,,,,,5
train_430,,,,,,,,,,,,,5
train_431,,,,,,,,,,,,,5
train_432,,,,,,,,,,,,,5
train_433,,,,,,,,,,,,,1
train_434,,,,,,,,,,,,,3
train_435,,,,,,,,,,,,,5
train_436,,,,,,,,,,,,,5
train_437,,,,,,,,,,,,,5
train_438,,,,,,,,,,,,,1
train_439,,,,,,,,,,,,,1
train_440,,,,,,,,,,,,,5
train_441,,,,,,,,,,,,,1
train_442,,,,,,,,,,,,,1
train_443,,,,,,,,,,,,,2
train_444,,,,,,,,,,,,,1
train_445,,,,,,,,,,,,,5
train_446,,,,,,,,,,,,,1
train_447,,,,,,,,,,,,,5
train_448,,,,,,,,,,,,,5
train_449,,,,,,,,,,,,,1
train_450,,,,,,,,,,,,,1
train_451,,,,,,,,,,,,,5
train_452,,,,,,,,,,,,,5
train_453,,,,,,,,,,,,,1
train_454,,,,,,,,,,,,,1
train_455,,,,,,,,,,,,,1
train_456,,,,,,,,,,,,,1
train_457,,,,,,,,,,,,,2
train_458,,,,,,,,,,,,,5
train_459,,,,,,,,,,,,,1
train_460,,,,,,,,,,,,,1
train_461,,,,,,,,,,,,,5
train_462,,,,,,,,,,,,,5
train_463,,,,,,,,,,,,,1
train_464,,,,,,,,,,,,,4
train_465,,,,,,,,,,,,,1
train_466,,,,,,,,,,,,,5
train_467,,,,,,,,,,,,,1
train_468,,,,,,,,,,,,,5
train_469,,,,,,,,,,,,,5
train_470,,,,,,,,,,,,,5
train_471,,,,,,,,,,,,,1
train_472,,,,,,,,,,,,,1
train_473,,,,,,,,,,,,,1
train_474,,,,,,,,,,,,,5
train_475,,,,,,,,,,,,,5
train_476,,,,,,,,,,,,,1
train_477,,,,,,,,,,,,,2
train_478,,,,,,,,,,,,,5
train_479,,,,,,,,,,,,,1
train_480,,,,,,,,,,,,,1
train_481,,,,,,,,,,,,,5
train_482,,,,,,,,,,,,,5
train_483,,,,,,,,,,,,,5
train_484,,,,,,,,,,,,,3
train_485,,,,,,,,,,,,,5
train_486,,,,,,,,,,,,,1
train_487,,,,,,,,,,,,,5
train_488,,,,,,,,,,,,,5
train_489,,,,,,,,,,,,,5
train_490,,,,,,,,,,,,,5
train_491,,,,,,,,,,,,,1
train_492,,,,,,,,,,,,,5
train_493,,,,,,,,,,,,,5
train_494,,,,,,,,,,,,,1
train_495,,,,,,,,,,,,,5
train_496,,,,,,,,,,,,,1
train_497,,,,,,,,,,,,,2
train_498,,,,,,,,,,,,,2
train_499,,,,,,,,,,,,,5
train_500,,,,,,,,,,,,,1
train_501,,,,,,,,,,,,,4
train_502,,,,,,,,,,,,,1
train_503,,,,,,,,,,,,,1
train_504,,,,,,,,,,,,,1
train_505,,,,,,,,,,,,,1
train_506,,,,,,,,,,,,,4
train_507,,,,,,,,,,,,,1
train_508,,,,,,,,,,,,,5
train_509,,,,,,,,,,,,,5
train_510,,,,,,,,,,,,,5
train_511,,,,,,,,,,,,,1
train_512,,,,,,,,,,,,,1
train_513,,,,,,,,,,,,,1
train_514,,,,,,,,,,,,,3
train_515,,,,,,,,,,,,,5
train_516,,,,,,,,,,,,,5
train_517,,,,,,,,,,,,,1
train_518,,,,,,,,,,,,,5
train_519,,,,,,,,,,,,,1
train_520,,,,,,,,,,,,,2
train_521,,,,,,,,,,,,,5
train_522,,,,,,,,,,,,,5
train_523,,,,,,,,,,,,,1
train_524,,,,,,,,,,,,,5
train_525,,,,,,,,,,,,,5
train_526,,,,,,,,,,,,,1
train_527,,,,,,,,,,,,,1
train_528,,,,,,,,,,,,,5
train_529,,,,,,,,,,,,,3
train_530,,,,,,,,,,,,,5
train_531,,,,,,,,,,,,,5
train_532,,,,,,,,,,,,,5
train_533,,,,,,,,,,,,,1
train_534,,,,,,,,,,,,,1
train_535,,,,,,,,,,,,,5
train_536,,,,,,,,,,,,,1
train_537,,,,,,,,,,,,,5
train_538,,,,,,,,,,,,,1
train_539,,,,,,,,,,,,,1
train_540,,,,,,,,,,,,,1
train_541,,,,,,,,,,,,,5
train_542,,,,,,,,,,,,,1
train_543,,,,,,,,,,,,,1
train_544,,,,,,,,,,,,,1
train_545,,,,,,,,,,,,,5
train_546,,,,,,,,,,,,,2
train_547,,,,,,,,,,,,,4
train_548,,,,,,,,,,,,,1
train_549,,,,,,,,,,,,,5
train_550,,,,,,,,,,,,,5
train_551,,,,,,,,,,,,,1
train_552,,,,,,,,,,,,,5
train_553,,,,,,,,,,,,,5
train_554,,,,,,,,,,,,,1
train_555,,,,,,,,,,,,,1
train_556,,,,,,,,,,,,,3
train_557,,,,,,,,,,,,,1
train_558,,,,,,,,,,,,,2
train_559,,,,,,,,,,,,,1
train_560,,,,,,,,,,,,,3
train_561,,,,,,,,,,,,,1
train_562,,,,,,,,,,,,,5
train_563,,,,,,,,,,,,,5
train_564,,,,,,,,,,,,,1
train_565,,,,,,,,,,,,,5
train_566,,,,,,,,,,,,,1
train_567,,,,,,,,,,,,,5
train_568,,,,,,,,,,,,,5
train_569,,,,,,,,,,,,,5
train_570,,,,,,,,,,,,,5
train_571,,,,,,,,,,,,,5
train_572,,,,,,,,,,,,,5
train_573,,,,,,,,,,,,,1
train_574,,,,,,,,,,,,,5
train_575,,,,,,,,,,,,,3
train_576,,,,,,,,,,,,,5
train_577,,,,,,,,,,,,,5
train_578,,,,,,,,,,,,,1
train_579,,,,,,,,,,,,,5
train_580,,,,,,,,,,,,,1
train_581,,,,,,,,,,,,,5
train_582,,,,,,,,,,,,,5
train_583,,,,,,,,,,,,,5
train_584,,,,,,,,,,,,,2
train_585,,,,,,,,,,,,,1
train_586,,,,,,,,,,,,,5
train_587,,,,,,,,,,,,,2
train_588,,,,,,,,,,,,,1
train_589,,,,,,,,,,,,,1
train_590,,,,,,,,,,,,,1
train_591,,,,,,,,,,,,,5
train_592,,,,,,,,,,,,,1
train_593,,,,,,,,,,,,,1
train_594,,,,,,,,,,,,,5
train_595,,,,,,,,,,,,,1
train_596,,,,,,,,,,,,,5
train_597,,,,,,,,,,,,,5
train_598,,,,,,,,,,,,,2
train_599,,,,,,,,,,,,,1
train_600,,,,,,,,,,,,,5
train_601,,,,,,,,,,,,,4
train_602,,,,,,,,,,,,,1
train_603,,,,,,,,,,,,,1
train_604,,,,,,,,,,,,,1
train_605,,,,,,,,,,,,,1
train_606,,,,,,,,,,,,,1
train_607,,,,,,,,,,,,,2
train_608,,,,,,,,,,,,,5
train_609,,,,,,,,,,,,,5
train_610,,,,,,,,,,,,,1
train_611,,,,,,,,,,,,,2
train_612,,,,,,,,,,,,,5
train_613,,,,,,,,,,,,,2
train_614,,,,,,,,,,,,,1
train_615,,,,,,,,,,,,,5
train_616,,,,,,,,,,,,,5
train_617,,,,,,,,,,,,,5
train_618,,,,,,,,,,,,,4
train_619,,,,,,,,,,,,,5
train_620,,,,,,,,,,,,,2
train_621,,,,,,,,,,,,,5
train_622,,,,,,,,,,,,,2
train_623,,,,,,,,,,,,,1
train_624,,,,,,,,,,,,,5
train_625,,,,,,,,,,,,,1
train_626,,,,,,,,,,,,,5
train_627,,,,,,,,,,,,,5
train_628,,,,,,,,,,,,,5
train_629,,,,,,,,,,,,,5
train_630,,,,,,,,,,,,,1
train_631,,,,,,,,,,,,,5
train_632,,,,,,,,,,,,,5
train_633,,,,,,,,,,,,,5
train_634,,,,,,,,,,,,,5
train_635,,,,,,,,,,,,,5
train_636,,,,,,,,,,,,,1
train_637,,,,,,,,,,,,,3
train_638,,,,,,,,,,,,,5
train_639,,,,,,,,,,,,,5
train_640,,,,,,,,,,,,,1
train_641,,,,,,,,,,,,,1
train_642,,,,,,,,,,,,,2
train_643,,,,,,,,,,,,,5
train_644,,,,,,,,,,,,,5
train_645,,,,,,,,,,,,,1
train_646,,,,,,,,,,,,,1
train_647,,,,,,,,,,,,,1
train_648,,,,,,,,,,,,,1
train_649,,,,,,,,,,,,,1
train_650,,,,,,,,,,,,,1
train_651,,,,,,,,,,,,,2
train_652,,,,,,,,,,,,,1
train_653,,,,,,,,,,,,,5
train_654,,,,,,,,,,,,,1
train_655,,,,,,,,,,,,,3
train_656,,,,,,,,,,,,,1
train_657,,,,,,,,,,,,,4
train_658,,,,,,,,,,,,,1
train_659,,,,,,,,,,,,,1
train_660,,,,,,,,,,,,,1
train_661,,,,,,,,,,,,,5
train_662,,,,,,,,,,,,,5
train_663,,,,,,,,,,,,,5
train_664,,,,,,,,,,,,,5
train_665,,,,,,,,,,,,,1
train_666,,,,,,,,,,,,,5
train_667,,,,,,,,,,,,,1
train_668,,,,,,,,,,,,,5
train_669,,,,,,,,,,,,,5
train_670,,,,,,,,,,,,,3
train_671,,,,,,,,,,,,,5
train_672,,,,,,,,,,,,,5
train_673,,,,,,,,,,,,,5
train_674,,,,,,,,,,,,,2
train_675,,,,,,,,,,,,,1
train_676,,,,,,,,,,,,,5
train_677,,,,,,,,,,,,,5
train_678,,,,,,,,,,,,,5
train_679,,,,,,,,,,,,,5
train_680,,,,,,,,,,,,,1
train_681,,,,,,,,,,,,,3
train_682,,,,,,,,,,,,,5
train_683,,,,,,,,,,,,,1
train_684,,,,,,,,,,,,,2
train_685,,,,,,,,,,,,,5
train_686,,,,,,,,,,,,,5
train_687,,,,,,,,,,,,,5
train_688,,,,,,,,,,,,,5
train_689,,,,,,,,,,,,,1
train_690,,,,,,,,,,,,,5
train_691,,,,,,,,,,,,,1
train_692,,,,,,,,,,,,,1
train_693,,,,,,,,,,,,,5
train_694,,,,,,,,,,,,,1
train_695,,,,,,,,,,,,,5
train_696,,,,,,,,,,,,,1
train_697,,,,,,,,,,,,,1
train_698,,,,,,,,,,,,,5
train_699,,,,,,,,,,,,,5
train_700,,,,,,,,,,,,,5
train_701,,,,,,,,,,,,,1
train_702,,,,,,,,,,,,,1
train_703,,,,,,,,,,,,,5
train_704,,,,,,,,,,,,,5
train_705,,,,,,,,,,,,,1
train_706,,,,,,,,,,,,,5
train_707,,,,,,,,,,,,,2
train_708,,,,,,,,,,,,,5
train_709,,,,,,,,,,,,,1
train_710,,,,,,,,,,,,,2
train_711,,,,,,,,,,,,,5
train_712,,,,,,,,,,,,,5
train_713,,,,,,,,,,,,,5
train_714,,,,,,,,,,,,,5
train_715,,,,,,,,,,,,,3
train_716,,,,,,,,,,,,,1
train_717,,,,,,,,,,,,,5
train_718,,,,,,,,,,,,,5
train_719,,,,,,,,,,,,,5
train_720,,,,,,,,,,,,,5
train_721,,,,,,,,,,,,,1
train_722,,,,,,,,,,,,,5
train_723,,,,,,,,,,,,,5
train_724,,,,,,,,,,,,,5
train_725,,,,,,,,,,,,,5
train_726,,,,,,,,,,,,,1
train_727,,,,,,,,,,,,,5
train_728,,,,,,,,,,,,,5
train_729,,,,,,,,,,,,,5
train_730,,,,,,,,,,,,,5
train_731,,,,,,,,,,,,,5
train_732,,,,,,,,,,,,,5
train_733,,,,,,,,,,,,,5
train_734,,,,,,,,,,,,,1
train_735,,,,,,,,,,,,,1
train_736,,,,,,,,,,,,,1
train_737,,,,,,,,,,,,,1
train_738,,,,,,,,,,,,,1
train_739,,,,,,,,,,,,,1
train_740,,,,,,,,,,,,,5
train_741,,,,,,,,,,,,,1
train_742,,,,,,,,,,,,,1
train_743,,,,,,,,,,,,,1
train_744,,,,,,,,,,,,,1
train_745,,,,,,,,,,,,,5
train_746,,,,,,,,,,,,,5
train_747,,,,,,,,,,,,,4
train_748,,,,,,,,,,,,,5
train_749,,,,,,,,,,,,,5
train_750,,,,,,,,,,,,,5
train_751,,,,,,,,,,,,,5
train_752,,,,,,,,,,,,,1
train_753,,,,,,,,,,,,,5
train_754,,,,,,,,,,,,,1
train_755,,,,,,,,,,,,,1
train_756,,,,,,,,,,,,,1
train_757,,,,,,,,,,,,,5
train_758,,,,,,,,,,,,,1
train_759,,,,,,,,,,,,,5
train_760,,,,,,,,,,,,,1
train_761,,,,,,,,,,,,,1
train_762,,,,,,,,,,,,,5
train_763,,,,,,,,,,,,,1
train_764,,,,,,,,,,,,,2
train_765,,,,,,,,,,,,,1
train_766,,,,,,,,,,,,,5
train_767,,,,,,,,,,,,,1
train_768,,,,,,,,,,,,,4
train_769,,,,,,,,,,,,,1
train_770,,,,,,,,,,,,,1
train_771,,,,,,,,,,,,,5
