Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity,mean_predicts,mean_predicts_fine
0,1,1,1,0,0,0,0,0,0,0,0,0.36,0.32976487,0.3165371
0,0,1,1,0,0,0,0,1,0,0,1,0.15,0.28205526,0.23942451
0,1,1,0,0,0,1,0,0,0,0,0,0.52,0.404119,0.44079247
0,1,1,1,0,0,0,0,0,0,0,0,0.4,0.3958587,0.41568464
0,1,1,0,0,0,0,0,0,0,0,0,0.29,0.31664386,0.29902524
0,0,1,1,0,0,0,0,0,0,0,1,0.21,0.3003425,0.24580653
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.3291157,0.31566688
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.3335839,0.3217487
0,1,1,1,0,0,1,0,0,0,0,0,0.67,0.56717885,0.70333564
0,1,1,1,0,0,1,0,0,0,0,0,0.54,0.4184153,0.44929242
0,0,0,1,0,0,0,0,0,0,0,0,0.69,0.4164935,0.46182457
0,1,1,1,0,0,0,0,0,1,0,0,0.3,0.33734968,0.32952556
0,1,1,1,0,0,1,0,0,0,0,0,0.29,0.3945739,0.40931734
0,1,1,0,0,0,0,0,0,0,0,0,0.68,0.5228064,0.6558887
0,0,1,1,0,0,0,0,0,0,0,0,0.24,0.33490855,0.31424794
0,1,1,1,0,0,0,0,0,0,0,0,0.47,0.39335865,0.4116122
0,0,1,1,0,0,0,0,0,0,0,1,0.16,0.24471922,0.18855052
0,1,1,1,0,0,0,0,0,0,0,0,0.42,0.34191966,0.33345526
0,1,1,1,0,0,0,0,0,0,0,0,0.53,0.35889974,0.35820815
0,1,1,1,0,0,0,0,1,1,0,0,0.31,0.27511173,0.24860783
1,1,1,1,0,0,0,0,0,0,0,0,0.95,0.5181227,0.59440607
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.34397787,0.33641016
0,1,1,1,0,0,0,0,0,0,0,0,0.37,0.2941299,0.269957
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.31633753,0.2987029
1,1,1,1,0,0,0,0,0,0,0,0,0.47,0.4269797,0.47536707
0,0,0,0,0,0,0,0,1,0,0,1,0.62,0.46575484,0.48309094
0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.5785936,0.7437766
0,1,1,1,0,0,0,0,1,0,1,0,0.13,0.37221283,0.31719732
0,1,1,1,0,0,0,1,0,0,1,0,0.28,0.36147,0.3781467
0,0,0,1,0,0,0,0,0,0,0,0,0.21,0.28590083,0.25629145
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.3118224,0.29277343
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.31395632,0.29556713
0,1,1,0,0,0,1,1,0,0,1,0,0.25,0.3058395,0.23985401
0,1,1,1,0,0,0,0,1,0,0,0,0.28,0.27268162,0.2531579
0,0,1,1,0,0,0,0,1,1,0,1,0.4,0.3926639,0.39632434
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.3482501,0.34258464
0,1,1,0,0,0,0,0,0,0,0,0,0.46,0.35597602,0.36133283
0,0,1,1,0,0,0,0,1,1,0,1,0.3,0.28730258,0.2599806
0,0,0,1,0,1,0,0,0,0,0,0,0.15,0.2726759,0.25101942
0,0,0,1,0,0,0,0,0,0,0,0,0.27,0.34446412,0.3342867
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.43848762,0.49132118
0,1,1,1,0,0,0,0,0,0,0,0,0.17,0.26607168,0.23553774
0,0,0,1,0,0,0,0,0,0,0,0,0.82,0.37215024,0.3792921
0,0,1,1,0,0,0,0,1,1,0,0,0.35,0.3038151,0.27109003
0,0,0,1,0,0,0,0,0,0,0,1,0.55,0.5367749,0.64813113
0,1,1,1,0,0,0,0,0,0,0,0,0.4,0.33581647,0.32482985
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.35001692,0.34515405
0,1,1,1,0,0,0,0,1,0,0,0,0.31,0.2748107,0.2555738
0,1,1,1,0,0,0,0,1,1,0,0,0.58,0.36054197,0.35172018
0,1,1,1,0,0,0,0,0,0,0,0,0.5,0.5230062,0.62924814
0,1,1,1,0,0,0,0,1,1,0,0,0.53,0.43429118,0.46281463
0,1,1,1,0,0,0,0,0,0,0,0,0.19,0.30716288,0.2867054
1,1,1,1,0,0,0,0,0,0,1,0,0.26,0.32616758,0.273104
0,1,1,1,0,0,1,1,1,1,1,0,0.41,0.44480735,0.4868814
0,0,1,1,1,0,0,0,0,0,0,1,0.55,0.42398626,0.5093404
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.29131937,0.26638463
0,0,1,1,0,0,0,0,0,0,1,1,0.22,0.30254096,0.22142641
0,1,1,1,0,1,0,0,1,0,0,0,0.23,0.30858478,0.2995732
0,1,1,1,0,0,0,0,0,0,0,0,0.39,0.632794,0.74045104
0,0,1,1,0,0,0,0,0,0,0,0,0.42,0.35064542,0.33721605
0,1,1,1,0,0,0,0,1,1,0,0,0.57,0.5094117,0.5862244
0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.46703166,0.55521786
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.46674022,0.5438627
0,1,1,1,0,0,1,0,0,0,0,0,0.31,0.31301793,0.29017335
0,0,1,0,0,0,0,0,1,1,0,0,0.38,0.34689483,0.36279336
0,0,1,1,0,0,0,0,0,0,0,1,0.51,0.5593578,0.6737941
0,1,1,1,0,0,0,0,0,0,0,0,0.19,0.2953319,0.2714907
0,1,1,1,0,0,0,0,1,1,0,0,0.34,0.32630023,0.30713677
0,1,1,1,0,0,1,0,0,0,0,0,0.39,0.3850601,0.39437914
0,1,1,1,0,0,0,0,0,1,1,0,0.41,0.3784241,0.38601726
0,1,1,1,0,0,0,0,0,0,0,0,0.6,0.38994303,0.40607196
0,1,1,1,0,0,1,0,0,0,0,0,0.41,0.37959486,0.38578266
0,1,1,1,0,0,0,0,0,0,0,0,0.49,0.42870682,0.47336465
0,1,1,1,0,0,0,0,0,0,0,0,0.41,0.3459093,0.33919477
0,1,1,1,0,0,0,0,1,1,0,0,0.14,0.31895763,0.29805747
0,0,1,1,0,0,0,0,1,0,0,0,0.19,0.26345673,0.24888654
0,0,1,1,0,0,1,0,0,0,0,0,0.75,0.50665563,0.59039927
0,1,1,1,0,1,0,0,0,0,0,0,0.43,0.32226673,0.3325574
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.381172,0.3922504
0,1,1,1,0,0,0,0,0,0,0,0,0.88,0.7075077,0.7990169
0,0,0,1,0,0,0,0,0,0,0,1,0.14,0.25426805,0.17017487
0,1,1,1,0,0,0,0,0,0,0,0,0.94,0.48354626,0.57299554
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.30874035,0.28875613
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.3460312,0.33937088
0,1,1,1,0,0,0,0,0,0,0,0,0.91,0.37741178,0.38640627
0,1,1,1,0,0,0,0,0,0,0,0,0.57,0.34865066,0.34316638
0,0,0,0,0,0,1,0,0,0,0,0,0.3,0.31509048,0.27174693
0,1,1,1,0,0,0,0,1,0,0,0,0.04,0.26930925,0.24941394
0,1,1,0,0,0,0,1,0,0,0,0,0.47,0.42935118,0.52340996
0,1,1,1,0,0,0,0,1,1,0,0,0.45,0.38454592,0.3864078
0,1,1,1,0,1,0,0,0,0,0,0,0.32,0.3338262,0.3466556
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.27408338,0.24493738
0,1,1,1,0,0,0,0,1,1,1,0,0.15,0.506194,0.541319
0,1,1,1,0,1,0,0,0,0,0,0,0.46,0.3272042,0.33858687
0,0,1,1,0,0,0,0,0,1,0,0,0.21,0.45865732,0.46987447
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.2886348,0.2629968
0,1,1,1,0,0,1,0,0,0,0,0,0.3,0.28470993,0.25423804
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.25832066,0.22716291
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.28949308,0.26407686
0,1,1,1,0,1,0,0,0,1,1,0,0.43,0.4185528,0.46888715
0,0,0,1,0,0,0,0,0,0,0,0,0.42,0.39846548,0.42675105
0,1,1,1,0,0,0,0,0,0,0,0,0.03,0.3619229,0.36270094
0,1,1,1,0,0,1,0,0,0,1,0,0.32,0.29051158,0.24299984
0,1,1,1,0,1,0,0,0,0,0,0,0.75,0.354458,0.3720835
0,1,1,1,0,1,0,1,0,1,1,0,0.54,0.4397692,0.49253106
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.3238968,0.30872208
1,1,1,1,0,0,0,0,0,0,0,0,0.23,0.33625874,0.33610788
0,1,1,1,0,0,0,0,0,0,0,0,0.49,0.33874688,0.32892597
1,1,1,1,0,0,0,0,0,0,0,0,0.38,0.36412972,0.376887
0,1,1,0,0,0,1,0,0,0,0,0,0.23,0.3889808,0.41211516
0,1,1,1,0,0,0,0,1,1,0,0,0.22,0.3078494,0.28454942
0,1,1,1,0,0,0,1,0,0,1,0,0.53,0.41136885,0.4451057
0,0,1,1,0,0,1,0,1,1,0,1,0.39,0.38569766,0.3772173
0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.33057266,0.2512067
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.3132925,0.29469642
0,1,1,1,0,0,0,0,1,0,0,0,0.36,0.34531504,0.3448433
0,0,1,1,0,0,0,0,0,0,0,0,0.89,0.7273323,0.77976215
0,0,1,1,0,0,0,0,0,0,0,1,0.31,0.35365167,0.3125674
0,1,1,1,0,0,0,0,0,0,0,0,0.19,0.2650374,0.23437586
0,1,1,1,0,0,0,0,0,0,0,0,0.57,0.41660213,0.45154142
0,0,0,0,0,0,0,0,1,1,0,0,0.48,0.41185984,0.43850106
0,1,0,1,0,0,0,0,0,0,0,0,0.12,0.27531236,0.23299107
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.2780388,0.2497743
0,0,0,1,0,0,0,0,0,0,0,0,0.34,0.3624544,0.36317307
0,1,1,1,0,0,0,0,0,0,0,0,0.02,0.35825706,0.35725623
0,1,1,0,0,0,0,1,0,0,0,0,0.35,0.32703373,0.3252997
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.2866369,0.26049227
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.3377216,0.32747832
0,1,1,0,0,0,1,0,1,1,0,0,0.41,0.40176025,0.4684556
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.29031676,0.26511613
0,0,1,1,0,0,0,0,0,0,0,0,0.2,0.31392032,0.28456014
0,1,1,1,0,0,0,0,0,0,0,0,0.45,0.45094076,0.5148283
0,0,1,1,0,0,0,0,0,0,0,0,0.02,0.33654547,0.31660944
0,1,1,1,0,0,0,0,0,0,0,0,0.22,0.2962335,0.27264473
0,1,1,0,0,0,0,0,0,0,0,0,0.61,0.39125413,0.4200518
0,1,1,0,0,0,0,1,0,0,1,0,0.31,0.41430283,0.4345274
0,1,1,1,0,0,0,0,0,0,0,0,0.55,0.31471834,0.2965685
0,1,1,1,0,1,0,0,0,0,0,0,0.52,0.35840052,0.37698403
0,0,0,1,0,0,1,0,0,0,0,0,0.41,0.3460483,0.35906166
0,1,1,1,0,0,0,0,1,1,0,0,0.28,0.37151334,0.367346
0,0,0,1,0,1,1,0,0,0,0,0,0.71,0.4766013,0.57988155
0,1,1,1,0,0,0,0,1,1,0,0,0.18,0.29404566,0.26864678
0,0,0,1,0,0,0,0,0,0,0,1,0.37,0.36560172,0.30579203
0,0,0,1,0,0,0,0,0,0,0,0,0.13,0.28689152,0.25742167
0,0,0,1,0,0,0,0,0,0,0,0,0.35,0.37195954,0.37896842
0,1,1,1,0,0,0,0,1,1,0,0,0.36,0.26104122,0.2344335
1,1,1,1,0,0,0,0,0,0,0,0,0.23,0.2812983,0.26524407
0,1,1,1,0,0,0,0,0,0,0,0,0.4,0.49635038,0.5925558
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.3344735,0.32296962
0,1,1,1,0,0,1,0,0,0,0,0,0.28,0.32658044,0.30845872
1,1,1,1,0,0,0,0,0,0,0,0,0.23,0.32332334,0.31839797
0,0,1,1,0,0,0,0,0,0,0,0,0.62,0.3434868,0.32675987
0,1,1,1,0,0,0,0,1,0,0,0,0.29,0.32561293,0.31849843
0,0,0,1,0,0,0,0,0,0,0,0,0.15,0.2903861,0.2614356
0,1,1,1,0,1,0,0,0,0,0,0,0.39,0.36404935,0.38404942
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.4029166,0.4273879
0,1,1,1,0,0,0,0,0,0,0,0,0.97,0.45194227,0.51671284
0,0,1,1,0,0,0,0,0,0,0,0,0.34,0.38423368,0.3858867
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.6822506,0.78138745
0,1,1,1,0,1,0,0,0,0,0,0,0.43,0.31370598,0.3224557
0,0,1,1,0,0,0,0,0,0,0,0,0.54,0.5953762,0.68180174
0,1,1,1,0,0,0,0,0,0,0,0,0.32,0.34364107,0.33592576
0,1,1,1,0,0,0,0,0,0,0,0,0.63,0.3627403,0.36392897
0,1,1,1,0,0,0,0,0,1,0,0,0.39,0.3156727,0.30126905
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.3377373,0.32750016
0,0,1,1,0,0,1,0,0,0,0,0,0.29,0.32921967,0.3314907
0,1,1,1,0,0,0,0,0,0,0,0,0.07,0.47074366,0.55100113
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.3429556,0.3349409
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.42707628,0.4703737
0,1,1,1,0,0,0,0,0,0,0,0,0.79,0.42851686,0.47301596
0,1,1,1,0,0,0,0,0,0,0,0,0.17,0.34668174,0.3403116
0,0,0,1,0,0,0,0,0,0,0,0,0.02,0.62213856,0.7263899
0,1,1,1,0,0,0,0,0,0,0,0,0.4,0.28900224,0.2634588
0,1,1,1,0,0,0,0,1,1,0,0,0.2,0.31840655,0.2973817
0,1,1,1,0,0,0,0,0,0,0,0,0.17,0.32319912,0.3077994
0,1,1,1,0,0,0,0,1,0,0,0,0.33,0.39044723,0.40821308
0,0,1,1,0,0,0,0,0,0,0,0,0.26,0.30524224,0.2730826
0,1,1,1,0,0,1,0,0,0,0,0,0.31,0.2730133,0.24057572
0,1,1,1,0,0,0,0,0,0,1,0,0.32,0.39849344,0.42016762
0,1,1,1,0,0,0,1,1,1,1,0,0.33,0.39488405,0.37754336
0,0,1,1,0,0,0,0,0,0,0,1,0.5,0.5452837,0.65097106
0,1,1,1,0,1,0,0,0,0,0,0,0.11,0.29435998,0.30012125
0,1,1,0,0,0,1,0,0,0,0,0,0.56,0.36236185,0.36458963
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.30617157,0.28541595
0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.32037908,0.26630443
0,1,1,1,0,0,0,1,0,1,1,0,0.1,0.2822128,0.2807462
0,1,1,1,0,0,0,0,0,0,0,0,0.26,0.26625884,0.23574845
0,1,1,1,0,0,0,0,1,1,0,0,0.65,0.47708645,0.5365418
0,1,1,1,0,0,0,0,0,0,0,0,0.26,0.33504957,0.3237669
0,1,1,1,0,0,0,0,1,0,0,0,0.27,0.30539718,0.29237214
0,1,1,1,0,0,0,0,1,1,0,0,0.46,0.3645231,0.35733327
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.30161083,0.27951863
0,0,1,1,0,0,0,0,0,0,0,0,0.08,0.2655378,0.22726028
1,1,1,1,0,0,0,0,0,0,0,0,0.32,0.39276987,0.420782
0,1,1,1,0,0,0,0,1,1,1,0,0.42,0.47811785,0.5010174
0,1,1,1,0,1,0,0,0,0,0,0,0.33,0.38703126,0.41378602
0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5186907,0.5929185
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.29891104,0.27606025
0,1,1,1,0,0,0,0,0,0,0,0,0.62,0.46995765,0.54960823
0,0,1,0,0,0,0,0,0,0,0,0,0.12,0.31286103,0.28454024
0,1,1,0,0,0,0,0,0,0,0,0,0.54,0.34283146,0.33983344
0,0,0,1,0,1,0,0,0,0,0,0,0.24,0.32856554,0.3051037
0,0,0,1,0,1,0,0,1,0,0,0,0.27,0.31136084,0.31090644
0,0,1,1,0,0,0,0,0,0,0,1,1.0,0.5648071,0.68214256
0,1,1,1,0,0,0,0,0,0,0,0,0.33,0.31821018,0.30118227
0,1,1,1,0,0,0,0,1,0,0,0,0.32,0.27069956,0.25094086
1,1,1,1,0,0,0,0,0,0,0,0,0.02,0.29569998,0.28269833
0,1,1,0,0,0,0,0,0,0,0,0,0.41,0.44911233,0.5224692
0,1,1,1,0,0,0,0,0,0,0,0,0.46,0.3736783,0.38063604
1,1,1,1,0,0,0,0,0,0,0,0,0.19,0.28176373,0.26578817
1,0,0,1,0,0,0,0,0,0,0,0,0.41,0.5487877,0.59857786
0,0,0,1,0,0,0,0,0,1,0,0,0.38,0.3001904,0.25879604
0,0,1,1,0,0,0,0,0,0,0,1,0.41,0.34788018,0.30474934
0,0,0,1,0,0,1,0,0,0,0,0,0.03,0.32306185,0.32059252
0,1,1,0,0,0,1,0,0,0,0,0,0.61,0.45695972,0.54993695
0,0,0,1,0,0,0,0,0,0,0,0,0.75,0.64026326,0.74055517
0,0,1,1,0,1,0,0,0,0,0,1,0.3,0.3829223,0.40135774
0,0,1,1,0,0,0,0,0,0,0,1,0.33,0.33843988,0.29228365
0,0,0,1,0,0,0,0,0,0,0,0,0.31,0.33491188,0.31971946
0,1,1,1,0,0,0,0,0,0,0,0,0.13,0.28884885,0.26326585
0,1,1,1,0,0,0,0,0,0,0,0,0.05,0.272772,0.2433538
0,1,1,1,0,1,0,0,0,0,0,0,0.4,0.44046792,0.49312776
0,1,1,1,0,0,0,0,0,0,0,0,0.37,0.45994288,0.5315757
0,0,1,0,0,0,0,0,0,0,0,0,0.21,0.2561089,0.2178715
0,1,1,1,0,0,1,0,0,0,0,0,0.48,0.30752748,0.2828817
0,0,0,1,0,0,0,0,0,0,0,0,0.25,0.27601165,0.24531157
0,1,1,0,0,0,1,1,0,0,1,0,0.34,0.3797839,0.3394783
0,0,0,1,0,0,0,0,1,0,0,0,0.16,0.28170925,0.25069338
0,1,1,1,0,0,0,0,0,0,0,0,0.27,0.3288139,0.315263
0,1,1,0,0,0,0,0,0,0,0,0,0.56,0.45234165,0.52822673
0,1,1,0,0,0,1,0,0,0,0,0,0.42,0.31641176,0.29417476
0,1,1,1,0,0,0,0,0,0,0,0,0.52,0.32806635,0.31426376
0,1,1,1,0,0,0,0,0,1,0,0,0.51,0.48743743,0.55279195
0,1,1,1,0,0,1,1,1,1,0,0,0.8,0.32511464,0.3368451
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.2745139,0.24545877
0,1,1,1,0,0,0,0,0,0,0,0,0.56,0.43437892,0.483779
0,1,1,1,0,0,0,0,0,0,0,0,0.31,0.30192018,0.27991644
0,1,1,0,0,0,0,0,0,0,0,0,0.21,0.30000728,0.27533022
0,1,1,1,0,1,0,0,0,0,0,0,0.31,0.33369413,0.34649503
0,1,1,0,0,0,1,0,0,0,0,0,0.29,0.3715609,0.3805622
0,1,1,1,0,0,1,1,0,0,0,0,0.2,0.31183937,0.3086639
0,0,1,1,0,0,0,0,1,0,0,0,0.34,0.29344687,0.2822228
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.3314718,0.318861
0,1,1,1,0,0,0,0,0,0,0,0,0.3,0.30071336,0.27836603
0,0,1,1,0,0,0,0,0,0,0,1,0.24,0.32553157,0.27595344
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.48600537,0.57687795
0,1,1,1,0,0,0,0,1,1,0,0,0.88,0.47102237,0.52620304
0,1,1,1,0,0,0,0,1,0,0,0,0.34,0.3072846,0.29476434
0,1,1,1,0,0,0,0,0,0,0,0,0.52,0.5348004,0.64400345
0,1,1,1,0,0,0,0,0,0,0,0,0.35,0.30070162,0.27835098
0,1,1,1,0,1,0,0,0,0,0,0,0.28,0.32549626,0.3364932
0,0,1,1,0,0,0,0,0,0,0,1,0.35,0.5806519,0.7054944
0,1,1,1,0,1,0,0,0,0,0,0,0.22,0.3244268,0.33518547
0,1,1,0,0,0,0,0,0,0,0,0,0.35,0.3389356,0.33356094
0,1,1,0,0,0,0,0,0,0,0,0,0.34,0.3121658,0.29243222
0,0,0,1,0,0,0,0,0,0,0,0,0.27,0.32059535,0.29939222
0,0,1,1,0,0,0,0,1,0,0,0,0.59,0.43260354,0.46575657
0,1,1,1,0,0,0,0,0,0,0,0,0.24,0.2902603,0.26504475
0,1,1,1,0,0,0,0,0,0,0,0,0.29,0.49427977,0.5894936
0,1,1,0,0,1,0,1,0,0,1,0,0.15,0.32524908,0.26813215
0,1,1,1,0,0,0,0,0,0,0,0,0.05,0.32057422,0.30432403
0,1,1,1,0,0,0,0,0,0,1,0,0.28,0.31728235,0.2925789
0,1,1,1,0,0,0,0,1,1,0,0,0.09,0.31412375,0.2921465
0,0,0,1,0,0,0,0,0,0,0,0,0.87,0.36244184,0.3631525
1,1,1,1,0,0,0,0,0,0,0,0,0.39,0.2805858,0.26441485
0,1,1,1,0,1,0,0,1,1,0,0,0.6,0.4089857,0.41425705
0,1,1,1,0,0,0,0,0,0,0,0,0.15,0.2590865,0.22794643
0,1,1,1,0,0,0,0,1,0,0,0,0.53,0.41987404,0.45233473
0,1,1,0,0,0,0,0,0,0,0,0,0.44,0.31425977,0.29549766
0,1,1,0,0,0,0,0,0,0,0,0,0.13,0.41934615,0.4689084
0,0,0,1,0,0,0,0,1,0,0,0,0.4,0.38795418,0.39976618
0,1,1,1,0,0,0,0,0,0,0,0,0.16,0.27098832,0.24122731
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.25241604,0.22119668
0,1,1,1,0,0,1,0,0,0,0,0,0.27,0.30977494,0.28585422
0,0,1,1,0,0,1,0,0,0,0,0,0.28,0.33657318,0.34144062
0,1,1,1,0,0,0,0,1,1,0,0,0.53,0.42285475,0.44442248
0,1,1,1,0,0,0,0,0,0,0,0,0.53,0.50606316,0.6064036
0,1,1,1,0,0,0,0,0,0,0,0,0.54,0.3457085,0.3389047
0,0,1,1,0,0,0,0,0,0,0,1,0.27,0.283849,0.22740085
0,1,1,0,0,0,0,1,0,0,1,0,0.28,0.26140818,0.20599592
0,1,1,1,0,0,0,0,0,0,0,0,0.21,0.3016415,0.27955803
0,1,1,1,0,0,0,0,0,0,0,0,0.25,0.2766022,0.24800864
0,0,0,1,0,0,0,0,0,0,0,0,0.37,0.32013243,0.29875785
0,1,1,1,0,0,0,0,1,1,0,0,0.62,0.6946787,0.78609526
0,1,1,1,0,0,0,0,0,0,0,0,0.92,0.53679246,0.646486
0,0,1,1,0,0,0,0,0,0,0,0,0.06,0.40461212,0.41592246
0,0,0,1,0,0,0,0,0,0,0,0,0.24,0.3538959,0.34927645
0,1,1,1,0,0,0,1,0,0,1,0,0.42,0.32679287,0.33364582
0,1,1,1,0,0,0,1,0,0,1,0,0.34,0.39602396,0.4242354
0,1,1,1,0,0,0,0,0,0,0,0,0.49,0.42168993,0.4606749
0,0,1,1,0,0,0,0,0,0,0,0,0.18,0.44247636,0.47442174
0,1,1,1,0,0,0,0,0,0,0,0,0.36,0.30998716,0.2903806
0,1,1,1,0,0,0,0,0,0,0,0,0.34,0.31532544,0.29736775
0,0,0,1,0,0,0,0,0,0,0,0,0.92,0.4794221,0.58080184
0,1,1,1,0,0,0,1,0,0,1,0,0.34,0.32331023,0.3291996
0,1,1,1,0,0,0,0,0,0,0,0,0.73,0.470715,0.55095035
0,1,1,0,0,0,1,0,0,0,0,0,0.62,0.37502474,0.38668737
0,0,0,1,0,0,0,0,1,1,0,0,0.28,0.39356652,0.40328756
0,1,1,1,0,0,0,0,0,0,0,0,0.26,0.29831544,0.2753009
0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.23983797,0.2045559
0,1,1,1,0,0,0,0,1,1,0,0,0.03,0.37565845,0.37337202
0,1,1,1,0,0,0,0,0,0,0,0,1.0,0.6343009,0.74181384
0,0,0,1,1,0,0,0,0,0,0,0,0.26,0.31223252,0.2702047
0,1,1,1,0,0,0,1,0,1,1,0,0.45,0.39336437,0.42170018
0,1,1,1,0,0,0,0,0,0,0,0,0.12,0.33639273,0.32562977
0,0,1,1,0,0,0,0,0,0,0,0,0.15,0.35772997,0.34753674
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.37330252,0.3800571
0,1,1,1,0,0,0,0,1,1,0,0,0.45,0.30625606,0.28263086
1,1,1,1,0,0,0,0,0,0,0,0,0.68,0.38700587,0.4117611
0,1,1,1,0,0,1,0,0,0,0,0,0.43,0.33043033,0.31369284
0,1,1,1,0,0,0,0,1,1,0,0,0.26,0.3435784,0.32905176
0,1,1,1,0,1,0,1,0,0,1,0,0.49,0.33368412,0.36248028
0,1,1,1,0,0,0,0,0,0,0,0,0.52,0.58797884,0.69995606
0,1,1,1,0,0,0,0,1,1,0,0,0.22,0.29639465,0.27120128
0,1,1,0,0,0,1,0,0,0,0,0,0.35,0.33413726,0.31964162
0,0,1,1,0,0,0,0,0,0,0,1,0.23,0.28121582,0.22456737
0,1,1,1,0,0,0,0,0,0,0,0,0.23,0.32553047,0.31088695
0,0,1,1,0,0,0,0,0,0,0,1,0.29,0.41027832,0.39525956
0,1,1,1,0,0,0,0,0,0,0,0,0.38,0.40869778,0.43744963
0,1,1,1,0,0,0,0,0,0,1,0,0.35,0.2781266,0.24104068
0,1,1,1,0,0,1,0,0,0,0,0,0.34,0.3716916,0.37346464
0,1,1,0,0,0,0,0,1,1,0,0,0.31,0.3464634,0.3475653
